(7037, datetime.datetime(2022, 11, 14, 11, 1, 20), 59, '0', '0', 326.0, 329.0, 268.0, 79.0, 4.0, 'ok')
(7038, datetime.datetime(2022, 11, 14, 11, 1, 22), 59, '0', '0', 326.0, 328.0, 268.0, 80.0, 4.0, 'ok')
(7039, datetime.datetime(2022, 11, 14, 11, 1, 24), 59, '0', '0', 325.0, 329.0, 268.0, 81.0, 4.0, 'ok')
(7040, datetime.datetime(2022, 11, 14, 11, 1, 26), 59, '0', '0', 325.0, 329.0, 267.0, 82.0, 4.0, 'ok')
(7041, datetime.datetime(2022, 11, 14, 11, 1, 28), 59, '0', '0', 324.0, 329.0, 268.0, 83.0, 4.0, 'ok')
(7042, datetime.datetime(2022, 11, 14, 11, 1, 30), 59, '0', '0', 325.0, 329.0, 267.0, 84.0, 4.0, 'ok')
(7043, datetime.datetime(2022, 11, 14, 11, 1, 32), 59, '0', '0', 326.0, 330.0, 267.0, 85.0, 4.0, 'ok')
(7044, datetime.datetime(2022, 11, 14, 11, 1, 34), 59, '0', '0', 325.0, 330.0, 268.0, 86.0, 4.0, 'ok')
(7045, datetime.datetime(2022, 11, 14, 11, 1, 36), 59, '0', '0', 326.0, 329.0, 268.0, 86.0, 4.0, 'ok')
(7046, datetime.datetime(2022, 11, 14, 11, 1, 38), 59, '0', '0', 326.0, 330.0, 268.0, 87.0, 4.0, 'ok')
(7047, datetime.datetime(2022, 11, 14, 11, 1, 40), 59, '0', '0', 325.0, 330.0, 268.0, 88.0, 4.0, 'ok')
(7048, datetime.datetime(2022, 11, 14, 11, 1, 42), 59, '0', '0', 325.0, 329.0, 268.0, 89.0, 4.0, 'ok')
(7049, datetime.datetime(2022, 11, 14, 11, 1, 44), 59, '0', '0', 325.0, 330.0, 268.0, 90.0, 4.0, 'ok')
(7050, datetime.datetime(2022, 11, 14, 11, 1, 46), 59, '0', '0', 325.0, 329.0, 267.0, 91.0, 4.0, 'ok')
(7051, datetime.datetime(2022, 11, 14, 11, 1, 48), 59, '0', '0', 325.0, 329.0, 267.0, 92.0, 4.0, 'ok')
(7052, datetime.datetime(2022, 11, 14, 11, 1, 50), 59, '0', '0', 326.0, 331.0, 268.0, 93.0, 4.0, 'ok')
(7053, datetime.datetime(2022, 11, 14, 11, 1, 52), 59, '0', '0', 326.0, 331.0, 268.0, 93.0, 4.0, 'ok')
(7054, datetime.datetime(2022, 11, 14, 11, 1, 55), 59, '0', '0', 324.0, 331.0, 267.0, 93.0, 4.0, 'ok')
(7056, datetime.datetime(2022, 11, 14, 11, 1, 58), 59, '0', '0', 324.0, 330.0, 267.0, 95.0, 4.0, 'ok')
